Timestamp,Pressure (kPa),Voltage (V),Vehicle State,Fault Type
55:46.9,70.65052414,0.345469519,Wide Open Throttle,Wiring Issue
57:54.4,10.29786879,0.2280405,Throttle Release,Wiring Issue
23:17.0,62.89685588,1.364387579,Acceleration,Normal
43:41.9,42.79873759,1.64458454,Idle,Normal
40:22.4,115.2666129,4.219645918,Engine OFF,Normal
43:33.6,13.18842819,2.211952366,Acceleration,Normal
59:46.6,23.12598048,0.111303422,Throttle Release,Wiring Issue
19:23.9,73.15235618,1.697860542,Idle,Normal
43:59.7,77.67105037,3.209027705,Acceleration,Normal
16:03.7,35.2338626,0.876953417,Idle,Normal
25:34.0,93.56649277,3.559517905,Wide Open Throttle,Normal
58:58.7,112.8803528,5,Engine OFF,Power Supply Issue
05:13.3,110.0598478,4.909884454,Engine OFF,Power Supply Issue
28:42.1,35.29148718,2.793034364,Acceleration,Normal
59:48.8,16.39324458,5,Engine OFF,Sensor Fault
00:42.5,106.9426539,4.336718053,Engine OFF,Sensor Fault
02:14.8,25.23427497,0.508319045,Throttle Release,Sensor Fault
35:40.3,10.80095581,0.986900596,Throttle Release,Normal
24:17.7,104.4380963,4.360431154,Wide Open Throttle,Normal
44:53.9,33.70389136,2.532862283,Acceleration,Normal
42:09.1,109.3405547,3.961399674,Engine OFF,Normal
48:26.8,86.33076096,3.744433311,Acceleration,Normal
27:33.5,24.13602706,3.23088221,Throttle Release,Normal
58:12.4,87.75005336,5,Acceleration,Power Supply Issue
22:13.1,71.30813976,0.876541667,Acceleration,Normal
19:52.9,39.39157666,1.258705228,Idle,Normal
32:16.4,42.54347217,1.988275153,Acceleration,Power Supply Issue
49:02.0,15.49060481,1.633406405,Throttle Release,Wiring Issue
03:12.3,49.05230235,0,Wide Open Throttle,Wiring Issue
47:17.2,119.0413132,4.176817478,Engine OFF,Power Supply Issue
15:48.2,46.47030129,2.815260356,Idle,Normal
04:39.9,105.0789584,5,Acceleration,Power Supply Issue
43:59.5,47.94020247,2.011656953,Idle,Normal
45:01.7,75.00378745,3.137277202,Acceleration,Normal
00:02.3,19.34151546,0.381172406,Throttle Release,Sensor Fault
13:23.3,48.51534931,2.536200747,Acceleration,Normal
45:22.3,30.74620484,2.662332491,Idle,Normal
24:25.5,107.8446199,4.840924371,Engine OFF,Power Supply Issue
26:18.9,39.57678539,1.063387889,Idle,Normal
23:21.4,19.27041211,0.485515641,Throttle Release,Normal
04:21.6,15.13229832,0.098536338,Throttle Release,Sensor Fault
04:59.0,84.85442301,0.150710578,Wide Open Throttle,Wiring Issue
58:59.0,118.3773739,3.836861644,Engine OFF,Power Supply Issue
23:38.7,75.91682463,2.112034631,Engine OFF,Normal
02:24.5,51.87411916,5,Acceleration,Power Supply Issue
06:11.1,27.3548698,0.484966722,Throttle Release,Sensor Fault
17:44.1,86.31891048,2.251429501,Engine OFF,Normal
39:59.2,77.42838637,2.204689915,Wide Open Throttle,Normal
03:27.8,80.50964169,0,Wide Open Throttle,Wiring Issue
03:36.2,80.49833233,0,Throttle Release,Wiring Issue
54:29.9,104.1205961,4.133603591,Engine OFF,Normal
00:43.1,98.53914046,4.089967858,Throttle Release,Sensor Fault
14:49.2,110.9527017,3.887223047,Engine OFF,Normal
30:00.5,12.71688417,3.195677853,Acceleration,Normal
58:34.8,52.36491945,5,Acceleration,Power Supply Issue
57:51.1,106.7142028,4.497311961,Engine OFF,Power Supply Issue
13:06.7,71.14258416,3.767149435,Engine OFF,Normal
57:32.8,111.2146612,4.084855698,Engine OFF,Normal
00:21.4,10.83870252,1.25417481,Throttle Release,Normal
04:32.7,66.36008231,0.181008064,Wide Open Throttle,Wiring Issue
37:38.4,74.16462019,1.384943195,Acceleration,Normal
17:18.6,74.8408215,2.887717548,Acceleration,Normal
00:02.0,22.16069367,0.739535465,Throttle Release,Sensor Fault
43:33.7,43.45678347,1.101886351,Idle,Normal
04:17.4,59.88583242,5,Acceleration,Power Supply Issue
24:14.2,108.7405252,4.182413982,Engine OFF,Power Supply Issue
40:50.3,12.78402329,0.32452474,Throttle Release,Wiring Issue
43:52.8,101.5213845,4.25358062,Engine OFF,Sensor Fault
04:33.9,14.85477789,0.475450493,Throttle Release,Sensor Fault
49:37.3,19.10471281,4.433631238,Throttle Release,Power Supply Issue
02:29.9,101.7643177,5,Acceleration,Power Supply Issue
44:48.0,115.4364301,4.185053597,Engine OFF,Sensor Fault
00:58.2,106.9024746,5,Engine OFF,Power Supply Issue
27:27.6,15.48025557,0.895722113,Throttle Release,Normal
00:03.4,59.52301821,0,Wide Open Throttle,Wiring Issue
30:56.2,13.62799065,4.402927088,Acceleration,Normal
23:50.8,88.72796085,3.111847733,Wide Open Throttle,Normal
00:59.0,13.47041921,1.447763266,Throttle Release,Normal
55:23.7,33.89662046,1.378087468,Engine OFF,Normal
28:17.8,51.10935525,2.752639863,Acceleration,Normal
51:01.2,36.81785708,3.050500947,Acceleration,Normal
03:30.3,19.29310352,0.183302641,Throttle Release,Wiring Issue
01:21.4,55.1469072,5,Throttle Release,Power Supply Issue
39:06.4,32.75309192,1.058200392,Idle,Normal
52:13.8,25.10382755,0.283163685,Idle,Normal
57:07.7,30.04173115,5,Wide Open Throttle,Power Supply Issue
26:14.6,98.79969646,4.176230249,Wide Open Throttle,Normal
01:10.1,55.2259321,0.092621047,Wide Open Throttle,Wiring Issue
33:29.1,9.09663928,0.810172803,Throttle Release,Normal
42:48.6,58.9056115,3.18387933,Acceleration,Normal
48:44.4,87.81122546,2.215438539,Idle,Normal
19:21.6,10.11990628,0.097469828,Throttle Release,Wiring Issue
17:01.1,14.15409099,1.690224458,Throttle Release,Normal
01:13.5,48.893485,3.124726654,Acceleration,Power Supply Issue
58:35.3,16.26768607,0.418730459,Throttle Release,Wiring Issue
42:32.7,6.847677971,0.107778813,Throttle Release,Wiring Issue
55:36.1,37.24629137,1.917637245,Idle,Normal
12:55.1,65.50801197,2.603178446,Acceleration,Normal
01:55.6,99.78990666,5,Wide Open Throttle,Power Supply Issue
04:07.1,22.67180048,0.564303177,Throttle Release,Sensor Fault
44:09.2,53.76697862,2.490053673,Acceleration,Normal
32:19.4,111.0130873,4.038082629,Engine OFF,Power Supply Issue
22:12.7,101.2124106,2.090186056,Acceleration,Normal
17:03.7,40.58699347,0.855334686,Idle,Normal
05:31.9,52.75808314,0,Acceleration,Wiring Issue
17:12.8,27.07233179,1.021883999,Idle,Normal
26:13.4,45.0820986,1.258966986,Idle,Normal
49:46.6,51.18755494,1.623991658,Acceleration,Wiring Issue
33:13.7,103.6077089,3.233177256,Wide Open Throttle,Normal
03:04.3,14.27581738,4.959263451,Throttle Release,Sensor Fault
25:24.1,63.70854723,3.043360324,Acceleration,Normal
02:38.0,64.05330762,0.044448567,Acceleration,Wiring Issue
52:33.1,117.0151324,4.141864513,Engine OFF,Sensor Fault
57:28.9,9.234135243,0.22766594,Throttle Release,Wiring Issue
43:32.0,9.784794967,0,Throttle Release,Normal
58:43.4,11.73947868,0.009541788,Acceleration,Wiring Issue
06:11.1,111.2533167,4.891349692,Engine OFF,Sensor Fault
41:14.9,76.17022683,4.203771852,Wide Open Throttle,Normal
34:01.0,82.23285862,2.901980396,Acceleration,Normal
15:10.8,77.61152742,3.299534025,Wide Open Throttle,Normal
56:22.8,61.7951382,5,Acceleration,Power Supply Issue
13:12.2,99.84677147,3.71624747,Engine OFF,Normal
43:14.5,111.6607234,2.845855836,Engine OFF,Normal
17:27.7,28.53280137,2.599172065,Throttle Release,Normal
37:51.9,53.68734377,2.028368431,Idle,Normal
28:07.0,25.82926503,2.227297094,Idle,Normal
59:28.9,115.6442212,0.357341698,Engine OFF,Sensor Fault
58:54.2,81.6174767,0.057663282,Throttle Release,Wiring Issue
03:49.2,22.79998381,0,Throttle Release,Wiring Issue
44:38.5,112.4920384,4.504267376,Engine OFF,Normal
57:32.1,111.8932588,1.286772036,Engine OFF,Normal
59:16.2,73.46049312,4.827579171,Acceleration,Power Supply Issue
12:23.1,75.21178422,1.766364684,Engine OFF,Normal
03:47.3,85.50209859,0.298750046,Acceleration,Wiring Issue
01:07.5,53.81711559,5,Acceleration,Power Supply Issue
03:26.1,73.91795114,0.101220945,Wide Open Throttle,Wiring Issue
00:17.6,41.84903446,5,Wide Open Throttle,Power Supply Issue
23:46.5,119.0413132,3.896036575,Engine OFF,Power Supply Issue
33:16.9,15.64180101,2.117135463,Idle,Normal
35:55.3,62.18098271,1.193270717,Idle,Normal
13:44.9,86.77983486,5,Wide Open Throttle,Normal
03:18.2,72.97123272,0.380057283,Throttle Release,Wiring Issue
30:03.7,44.85721274,1.068726007,Idle,Wiring Issue
59:00.8,25.096078,0.184602271,Throttle Release,Wiring Issue
18:04.4,48.09698509,2.021034006,Idle,Normal
18:36.2,116.7534736,4.7208887,Engine OFF,Power Supply Issue
28:36.1,110.2745347,4.075987982,Engine OFF,Normal
27:30.1,71.91141331,4.162076558,Wide Open Throttle,Normal
02:14.6,81.23105753,4.927146012,Acceleration,Power Supply Issue
39:47.2,112.2067953,4.180797788,Engine OFF,Normal
30:13.2,116.6889367,4.693989956,Engine OFF,Power Supply Issue
34:55.9,23.90112977,0.766347916,Throttle Release,Wiring Issue
02:32.4,16.11294217,4.844662259,Throttle Release,Sensor Fault
27:30.9,74.94968129,3.82114698,Engine OFF,Normal
59:08.7,6.702555622,0.390148564,Throttle Release,Sensor Fault
44:39.9,107.8521033,2.943328864,Engine OFF,Wiring Issue
04:01.7,18.46503459,0.00663563,Wide Open Throttle,Wiring Issue
00:13.2,78.27704894,5,Acceleration,Power Supply Issue
37:17.2,73.23400264,2.871488419,Acceleration,Normal
30:43.3,24.85908234,3.801797427,Idle,Normal
26:48.7,67.77991878,3.208919515,Acceleration,Normal
58:44.4,55.2311571,5,Throttle Release,Power Supply Issue
48:35.8,106.5514365,4.550656188,Engine OFF,Normal
27:33.1,18.52662095,0.282217889,Throttle Release,Wiring Issue
03:14.9,21.8059523,0,Throttle Release,Sensor Fault
00:46.6,14.6742658,0.242076767,Throttle Release,Sensor Fault
59:35.5,79.23658071,0.309632106,Acceleration,Wiring Issue
23:07.4,109.4305333,2.218567031,Engine OFF,Normal
52:35.9,5.50793439,1.354136276,Throttle Release,Wiring Issue
53:27.8,9.300635894,0,Throttle Release,Normal
26:22.2,92.54432835,3.861031017,Wide Open Throttle,Normal
30:11.0,65.37498855,3.445974632,Wide Open Throttle,Normal
59:43.9,68.63716798,0.155609351,Throttle Release,Wiring Issue
43:36.3,90.22549857,2.369862677,Wide Open Throttle,Normal
30:10.5,56.1296975,0.687448977,Acceleration,Normal
57:50.7,72.77944388,5,Acceleration,Power Supply Issue
59:35.0,70.08155049,0,Acceleration,Wiring Issue
02:31.0,26.71815288,0.644311376,Throttle Release,Sensor Fault
06:11.1,18.3475968,0,Acceleration,Wiring Issue
23:06.6,33.65745447,3.274827691,Acceleration,Normal
03:30.7,19.2528245,0.380453329,Throttle Release,Sensor Fault
28:13.2,111.0559846,3.967966662,Engine OFF,Normal
41:44.1,113.1162711,3.82114989,Engine OFF,Normal
47:25.0,112.1784527,3.670222253,Wide Open Throttle,Normal
57:21.2,83.9033243,0.018309067,Wide Open Throttle,Wiring Issue
14:58.6,94.23921606,1.195865144,Wide Open Throttle,Normal
27:43.2,113.3466577,4.100512549,Engine OFF,Normal
36:28.2,115.5710049,4.330265393,Engine OFF,Normal
14:40.0,94.01119262,4.600984772,Engine OFF,Power Supply Issue
48:57.2,16.92296828,0.958881998,Throttle Release,Normal
17:52.7,95.90388619,1.715023075,Idle,Normal
04:58.5,79.16227339,5,Wide Open Throttle,Power Supply Issue
52:29.2,81.58345762,2.018683858,Wide Open Throttle,Normal
57:57.5,88.08770421,0,Throttle Release,Wiring Issue
42:09.3,44.57614097,2.299673324,Acceleration,Normal
14:54.9,64.58201656,2.642950377,Acceleration,Normal
47:13.4,55.89222914,2.512366543,Acceleration,Normal
56:23.5,59.8830401,0.149290738,Acceleration,Wiring Issue
17:42.1,62.6841622,1.796612451,Acceleration,Normal
24:27.6,6.669104941,2.392132711,Throttle Release,Normal
19:17.1,39.1193143,1.046471285,Idle,Normal
35:32.3,112.5140291,4.161010077,Engine OFF,Sensor Fault
03:27.3,93.74316821,0,Acceleration,Wiring Issue
04:59.0,17.26795181,0.189618188,Throttle Release,Sensor Fault
59:08.7,42.30077266,0.020659063,Acceleration,Wiring Issue
02:15.9,115.2746427,4.8810262,Engine OFF,Power Supply Issue
57:26.1,96.46851147,5,Acceleration,Power Supply Issue
50:18.4,21.14315796,0.531603587,Throttle Release,Power Supply Issue
50:38.8,77.48277444,3.93347145,Wide Open Throttle,Normal
04:44.0,20.80458547,0.113548711,Throttle Release,Sensor Fault
00:06.3,95.26855414,5,Acceleration,Power Supply Issue
16:34.4,119.0413132,4.452928829,Engine OFF,Sensor Fault
33:51.3,111.4298211,4.363177402,Engine OFF,Sensor Fault
35:12.5,50.05632893,1.572580799,Throttle Release,Normal
01:43.7,72.90735214,0,Throttle Release,Wiring Issue
27:34.8,115.8765196,4.160640619,Engine OFF,Normal
30:03.9,60.65864401,3.698045939,Wide Open Throttle,Normal
47:43.5,90.41379746,4.437269706,Wide Open Throttle,Normal
02:52.3,80.79467569,5,Wide Open Throttle,Power Supply Issue
24:51.2,61.43328259,2.557572623,Acceleration,Normal
51:45.3,117.9064845,3.723058469,Engine OFF,Power Supply Issue
28:14.2,101.4005658,4.567544748,Engine OFF,Sensor Fault
40:40.8,84.30319772,3.751486105,Wide Open Throttle,Normal
33:16.2,90.95424112,4.30102883,Wide Open Throttle,Normal
39:32.8,27.84370926,3.236761534,Wide Open Throttle,Sensor Fault
13:53.8,45.69841727,3.745516105,Acceleration,Normal
00:28.9,64.97958602,5,Acceleration,Power Supply Issue
12:23.1,112.4717857,4.343522215,Engine OFF,Wiring Issue
29:46.7,36.13540489,3.672353797,Acceleration,Normal
25:51.0,43.06418313,1.306664336,Idle,Normal
21:54.7,8.37970213,2.25535916,Idle,Normal
30:02.3,25.43607487,1.508103401,Idle,Normal
34:20.6,109.9722853,4.020643186,Engine OFF,Normal
37:29.4,109.6707421,4.003666176,Engine OFF,Sensor Fault
14:21.4,111.2916909,4.239997897,Engine OFF,Power Supply Issue
01:08.9,62.26293836,5,Acceleration,Power Supply Issue
58:24.7,66.2342635,5,Idle,Power Supply Issue
31:12.5,41.20156174,1.438046126,Idle,Normal
26:59.9,72.60588996,3.698038002,Wide Open Throttle,Normal
39:14.7,92.29498867,1.72860478,Acceleration,Normal
32:09.0,92.8605181,2.828988331,Idle,Normal
45:28.4,37.66792705,1.619974984,Idle,Normal
58:03.8,92.25962203,0,Idle,Wiring Issue
33:43.5,74.03764047,2.148601965,Idle,Normal
31:23.4,10.64572371,0.476166151,Throttle Release,Normal
03:42.0,111.2531815,5,Wide Open Throttle,Power Supply Issue
29:56.7,106.8170068,3.553175602,Wide Open Throttle,Normal
19:32.2,25.13496512,0.969087448,Engine OFF,Normal
18:38.4,115.5288194,4.718399278,Engine OFF,Normal
01:07.1,118.9118119,4.116586025,Engine OFF,Normal
16:03.6,103.5297411,1.710105872,Throttle Release,Normal
00:20.3,108.8269045,5,Acceleration,Power Supply Issue
04:01.7,71.91981402,0.3563265,Throttle Release,Sensor Fault
01:42.0,99.83879127,0.368982937,Wide Open Throttle,Wiring Issue
13:25.6,16.65458205,3.598913634,Throttle Release,Normal
02:37.4,26.20162832,4.562608007,Engine OFF,Sensor Fault
14:49.4,86.97575767,3.460303591,Wide Open Throttle,Normal
34:33.3,77.91113149,3.401220662,Engine OFF,Normal
26:26.0,119.0413132,4.750329074,Engine OFF,Sensor Fault
14:33.4,109.0450006,4.221168013,Engine OFF,Normal
17:39.1,49.06692643,3.6755873,Wide Open Throttle,Normal
46:44.6,11.02050874,1.332234878,Throttle Release,Wiring Issue
23:10.6,20.41931082,0.865416051,Idle,Normal
01:36.3,92.90361761,0,Acceleration,Wiring Issue
39:55.2,42.77139031,3.092381964,Throttle Release,Normal
02:21.8,10.64107685,5,Acceleration,Power Supply Issue
39:25.9,31.86108215,1.333628405,Idle,Normal
30:20.0,108.3654201,4.04261708,Engine OFF,Power Supply Issue
00:06.9,42.04855958,0.193807229,Wide Open Throttle,Wiring Issue
58:54.8,90.00606795,1.519058385,Acceleration,Wiring Issue
57:48.6,67.51948327,5,Idle,Power Supply Issue
00:13.4,41.33336456,3.963977799,Wide Open Throttle,Wiring Issue
38:58.1,8.657355422,2.768601376,Throttle Release,Normal
51:14.8,26.21118688,2.931203448,Acceleration,Normal
21:51.3,29.0728739,2.78470446,Engine OFF,Normal
37:34.2,46.77442104,1.294077559,Engine OFF,Normal
00:44.6,64.98954046,3.783135762,Wide Open Throttle,Wiring Issue
58:33.1,78.53832823,5,Wide Open Throttle,Power Supply Issue
03:24.2,76.94753445,0,Throttle Release,Wiring Issue
00:15.8,74.1493473,5,Acceleration,Power Supply Issue
22:44.5,33.88408166,3.098977839,Acceleration,Normal
45:46.6,113.9400342,4.598047556,Engine OFF,Sensor Fault
22:34.1,71.5808375,2.05821768,Engine OFF,Normal
02:40.3,109.3233185,4.194311683,Engine OFF,Sensor Fault
15:09.6,34.12454099,1.154678439,Idle,Normal
55:44.6,20.69114823,0.500237016,Throttle Release,Sensor Fault
02:50.3,20.37330474,0.204490752,Throttle Release,Sensor Fault
04:48.5,19.38257919,5,Acceleration,Power Supply Issue
59:04.3,95.54342313,0,Wide Open Throttle,Wiring Issue
40:41.5,112.1065171,4.129103273,Engine OFF,Normal
42:57.3,84.86621816,3.827502235,Wide Open Throttle,Normal
02:52.2,106.6861622,0.529890249,Wide Open Throttle,Wiring Issue
47:53.8,20.6592905,1.17398137,Throttle Release,Normal
02:33.3,111.9240921,0,Acceleration,Wiring Issue
57:56.3,73.40515718,5,Acceleration,Power Supply Issue
03:27.4,49.06322123,5,Engine OFF,Power Supply Issue
35:27.3,12.61319617,0.889961109,Idle,Normal
18:45.9,114.4279883,3.899257337,Engine OFF,Normal
42:04.0,112.5128845,4.141588591,Engine OFF,Normal
44:08.2,115.2742232,4.232960268,Engine OFF,Normal
17:13.4,19.63732046,2.26475738,Idle,Normal
46:46.7,113.4330694,3.90721039,Wide Open Throttle,Normal
21:05.8,22.89349541,0.779245867,Idle,Normal
41:25.8,22.42315997,2.527035581,Acceleration,Normal
02:44.1,14.27758145,4.963053569,Throttle Release,Sensor Fault
44:46.6,98.61723427,3.950091782,Engine OFF,Sensor Fault
18:19.1,112.3339587,4.980418745,Engine OFF,Normal
28:19.1,100.6934022,3.9338016,Engine OFF,Power Supply Issue
59:06.9,14.76734143,0.525683253,Throttle Release,Sensor Fault
21:19.0,113.3030783,4.318263255,Engine OFF,Power Supply Issue
59:13.0,105.4987504,5,Acceleration,Power Supply Issue
43:35.8,32.81406238,1.847576908,Idle,Normal
16:46.2,13.6686984,1.978977725,Throttle Release,Normal
16:02.9,29.04306977,0,Acceleration,Wiring Issue
21:37.7,62.44477955,0.669067436,Acceleration,Normal
41:22.6,60.19500699,3.745534001,Acceleration,Normal
01:41.4,80.64631505,0,Wide Open Throttle,Wiring Issue
18:00.4,85.89936939,0.888140533,Idle,Normal
02:50.5,119.0413132,4.008748392,Engine OFF,Sensor Fault
19:42.6,110.0340252,1.313060057,Engine OFF,Normal
28:34.5,100.2161797,0.990086105,Throttle Release,Normal
43:57.2,110.1980395,4.392727594,Engine OFF,Power Supply Issue
03:46.1,10.45690592,0.190947959,Idle,Wiring Issue
58:40.3,76.7923815,5,Acceleration,Power Supply Issue
23:52.4,16.16659839,1.172400084,Throttle Release,Normal
05:51.2,23.22290542,4.626389833,Throttle Release,Sensor Fault
37:36.1,79.42755277,0.962491583,Acceleration,Normal
27:21.3,77.66849832,1.463449802,Acceleration,Normal
17:38.3,35.07693295,3.134999472,Engine OFF,Normal
36:05.6,103.6727323,1.377618169,Engine OFF,Normal
36:25.8,89.60462662,2.402908237,Wide Open Throttle,Normal
30:59.8,59.67016851,0.944225678,Engine OFF,Normal
01:55.3,97.68868553,5,Acceleration,Power Supply Issue
27:19.5,78.58161458,2.866701131,Acceleration,Normal
41:18.2,65.6962088,3.251419231,Wide Open Throttle,Normal
17:47.8,111.0219799,3.864063005,Engine OFF,Normal
37:13.3,75.05679452,3.940265341,Wide Open Throttle,Normal
03:38.4,17.67364955,0.362418558,Throttle Release,Sensor Fault
27:03.4,61.2917828,2.798339003,Wide Open Throttle,Normal
44:25.9,110.661826,3.822828396,Engine OFF,Normal
28:46.1,86.54377731,4.108732879,Wide Open Throttle,Normal
43:21.5,70.60575889,1.281730498,Idle,Normal
01:18.7,89.32237572,0,Acceleration,Wiring Issue
14:04.9,101.9013068,4.162019735,Wide Open Throttle,Normal
43:53.0,40.51401016,3.365580149,Engine OFF,Normal
01:11.1,101.9272946,4.259550827,Engine OFF,Power Supply Issue
01:58.7,111.301941,5,Acceleration,Power Supply Issue
36:09.1,21.72029087,3.484578528,Engine OFF,Normal
37:11.6,40.3384734,1.667867348,Wide Open Throttle,Wiring Issue
37:53.2,106.6193802,3.235964551,Wide Open Throttle,Normal
36:40.6,32.02888117,2.428666087,Acceleration,Normal
27:04.3,40.10123042,2.285245793,Acceleration,Normal
16:53.0,106.5060302,2.425648931,Engine OFF,Normal
33:05.6,35.98893286,0.87053346,Idle,Normal
01:25.8,68.38352459,5,Acceleration,Power Supply Issue
38:54.1,109.2047291,4.069068928,Engine OFF,Normal
50:43.8,80.04890709,1.685037536,Engine OFF,Normal
31:38.6,57.38171982,3.589738539,Wide Open Throttle,Normal
48:20.1,105.3422241,4.181678769,Engine OFF,Power Supply Issue
00:04.8,69.93665864,0,Acceleration,Wiring Issue
16:50.4,42.28568589,0.890343075,Idle,Normal
40:05.5,7.937650277,0.214072749,Throttle Release,Normal
48:07.7,7.922648591,1.516999352,Throttle Release,Normal
01:01.5,80.85355739,5,Wide Open Throttle,Power Supply Issue
25:46.8,78.79451503,1.339510237,Wide Open Throttle,Normal
36:53.2,8.135995677,1.857937259,Throttle Release,Power Supply Issue
03:34.4,109.9068561,4.998910137,Acceleration,Power Supply Issue
18:20.1,25.48640622,2.44928275,Idle,Normal
06:11.1,20.2871865,4.781626283,Engine OFF,Sensor Fault
00:49.2,102.787003,4.505997995,Wide Open Throttle,Sensor Fault
51:38.1,38.35147476,1.051479483,Idle,Normal
23:39.3,41.19864633,1.565114545,Acceleration,Normal
38:02.5,110.719164,2.353715942,Engine OFF,Normal
19:23.7,93.71898544,3.654103998,Wide Open Throttle,Normal
30:06.8,39.57707991,1.773187626,Acceleration,Normal
03:39.5,110.8028762,5,Engine OFF,Power Supply Issue
22:30.3,8.685497986,0.777996457,Throttle Release,Normal
20:00.3,38.60251167,1.06872056,Idle,Normal
59:15.5,77.56164604,0,Wide Open Throttle,Wiring Issue
30:11.6,5.99274698,0.19778956,Throttle Release,Sensor Fault
48:59.7,112.7899068,2.546366542,Engine OFF,Normal
54:13.7,25.56236698,1.857960645,Throttle Release,Sensor Fault
01:25.6,68.91873612,4.845043627,Acceleration,Power Supply Issue
00:17.9,83.48230598,0.287962182,Wide Open Throttle,Wiring Issue
16:42.2,119.0413132,3.900111219,Engine OFF,Power Supply Issue
12:23.1,39.5646367,4.164712613,Acceleration,Normal
34:20.8,96.55715906,1.034753798,Acceleration,Normal
02:40.8,92.48264063,5,Acceleration,Power Supply Issue
29:12.0,72.97016314,1.890807917,Throttle Release,Normal
48:50.6,109.4266395,2.201562941,Engine OFF,Normal
26:33.8,107.2596502,2.670800501,Engine OFF,Normal
00:40.6,40.89006242,0,Throttle Release,Wiring Issue
48:29.0,14.78324514,0.970475101,Throttle Release,Power Supply Issue
56:47.8,85.2897759,5,Acceleration,Power Supply Issue
01:51.3,10.55549432,5,Acceleration,Power Supply Issue
36:07.6,47.79827117,1.924503853,Idle,Normal
43:29.9,15.7384733,2.668045927,Acceleration,Normal
59:19.2,108.3543073,3.756009042,Engine OFF,Sensor Fault
57:30.5,113.0573861,5,Engine OFF,Power Supply Issue
17:57.9,85.82358958,2.97656301,Wide Open Throttle,Normal
13:51.6,69.20600077,4.008562644,Acceleration,Normal
03:24.1,59.62962422,0.29938054,Acceleration,Wiring Issue
12:33.9,76.3354748,2.762526594,Idle,Normal
05:29.7,79.08956139,4.326139292,Wide Open Throttle,Wiring Issue
15:31.9,31.64821323,4.230705708,Idle,Normal
52:56.8,94.97963324,3.84291174,Wide Open Throttle,Normal
06:11.1,72.5806863,0.335639996,Wide Open Throttle,Wiring Issue
29:49.8,77.87087635,3.362813274,Wide Open Throttle,Normal
33:15.3,54.08449556,2.863992509,Acceleration,Normal
32:06.9,33.73960949,0.732846535,Idle,Normal
04:17.0,27.1898031,0.262422372,Throttle Release,Sensor Fault
19:49.0,93.50782577,3.374522552,Wide Open Throttle,Normal
33:01.3,38.11635927,2.513248525,Acceleration,Normal
23:56.4,33.80110863,2.350073885,Acceleration,Normal
03:36.7,22.10452097,0.318021894,Throttle Release,Sensor Fault
28:36.1,29.67931311,3.344769167,Acceleration,Normal
18:50.1,65.57470064,4.465475462,Wide Open Throttle,Normal
20:06.5,9.594775047,2.383068389,Throttle Release,Wiring Issue
02:15.5,31.27104758,4.449102351,Throttle Release,Sensor Fault
35:23.4,104.91717,1.622193179,Engine OFF,Normal
23:04.1,106.2987376,4.234628506,Engine OFF,Normal
20:27.7,29.80032877,1.090688174,Idle,Normal
05:58.2,114.3085664,3.740530216,Engine OFF,Power Supply Issue
29:55.0,17.6800594,0.301254842,Throttle Release,Wiring Issue
12:28.2,44.92627941,1.093557448,Idle,Normal
24:00.8,13.24524516,1.882882827,Throttle Release,Normal
47:54.6,112.594925,3.928471124,Engine OFF,Normal
58:48.8,79.11517664,0.156879664,Wide Open Throttle,Wiring Issue
56:36.6,109.4906428,3.943360176,Engine OFF,Power Supply Issue
02:40.5,54.57655781,5,Acceleration,Power Supply Issue
30:46.1,17.24745111,2.228243372,Throttle Release,Normal
17:51.2,47.96287199,1.450479615,Acceleration,Normal
56:21.6,70.94737002,5,Acceleration,Power Supply Issue
26:56.5,59.7896977,4.589567778,Engine OFF,Normal
29:18.4,23.95667883,1.092195352,Throttle Release,Normal
28:18.6,43.34488571,0.80435203,Idle,Normal
23:11.4,102.1002846,4.185527618,Throttle Release,Normal
51:47.2,12.37115404,0.062674358,Throttle Release,Wiring Issue
15:30.9,40.03734475,0.58774331,Idle,Normal
17:23.0,49.6916672,0.962439034,Acceleration,Normal
36:21.5,101.6415453,3.029909202,Wide Open Throttle,Normal
25:00.7,105.3333058,3.557326155,Acceleration,Normal
30:19.2,119.0413132,1.776892695,Engine OFF,Normal
12:49.6,80.96456986,2.632900868,Acceleration,Normal
13:58.4,50.98107236,1.76521732,Throttle Release,Normal
26:33.7,103.9935602,3.842178804,Engine OFF,Power Supply Issue
52:43.9,56.26991774,2.243897596,Engine OFF,Normal
04:41.9,21.47330092,0.249164484,Throttle Release,Sensor Fault
29:11.9,5.226916338,0.576364827,Throttle Release,Normal
57:26.0,77.73597869,5,Acceleration,Power Supply Issue
59:08.0,28.4201001,5,Acceleration,Power Supply Issue
27:07.3,34.55525317,0.50223621,Idle,Normal
59:51.8,77.10705048,0,Idle,Wiring Issue
25:48.2,14.75593539,1.628611363,Throttle Release,Sensor Fault
58:30.9,66.60226524,0.721758671,Acceleration,Wiring Issue
59:37.4,98.21732312,5,Acceleration,Power Supply Issue
31:56.9,111.300056,4.237872899,Engine OFF,Normal
52:30.9,102.5705878,2.541065188,Wide Open Throttle,Normal
34:25.1,113.6826756,4.26458461,Engine OFF,Normal
24:28.4,22.06180839,1.337565918,Idle,Normal
41:12.1,13.16452963,0.939807979,Throttle Release,Normal
03:05.0,60.34141207,4.992902562,Acceleration,Power Supply Issue
